default,balance,housing,loan
no,931,no,yes
no,266,no,yes
no,586,yes,no
no,0,no,yes
no,448,no,yes
no,1976,no,yes
no,1416,yes,no
no,9670,no,no
no,615,no,yes
no,658,no,no
no,79,no,yes
no,3064,no,no
no,893,no,no
no,0,yes,no
no,0,no,yes
no,10021,no,no
no,7602,no,no
no,7735,yes,no
no,0,no,no
no,4341,no,no
no,7443,no,no
no,1535,no,yes
no,1473,no,no
no,36,yes,no
no,11675,yes,no
no,808,yes,no
no,264,yes,yes
no,29484,no,no
no,424,yes,yes
no,450,no,no
no,501,yes,yes
no,6922,no,no
no,215,yes,no
no,4906,yes,no
no,503,no,no
no,5806,yes,no
no,7962,yes,no
no,2153,no,no
no,8032,no,no
no,455,yes,no
no,8180,yes,no
no,127,no,no
no,401,yes,no
no,2289,yes,yes
no,4121,yes,yes
no,1691,yes,no
no,900,yes,no
no,2339,yes,yes
no,683,no,yes
no,433,no,no
no,0,no,no
no,196,yes,no
no,4335,yes,no
no,5304,yes,no
no,797,yes,no
no,262,no,no
no,8892,yes,no
no,20138,yes,no
no,450,no,yes
no,3520,yes,no
no,412,no,no
no,1315,no,no
no,519,yes,yes
no,7100,no,no
no,1539,yes,yes
no,3192,no,no
no,0,no,no
no,11512,yes,no
no,1115,yes,no
no,5607,no,no
no,8152,no,no
no,1604,no,no
no,5711,no,no
no,2254,yes,no
no,1015,yes,no
no,0,no,no
no,2766,yes,yes
no,782,yes,no
no,-744,yes,yes
no,1103,no,no
no,3384,yes,no
no,0,yes,no
no,4223,no,yes
no,1878,yes,yes
no,2153,yes,no
no,1086,no,no
no,5746,yes,no
no,1888,no,no
no,268,yes,no
no,8957,no,no
no,10834,yes,no
no,98,no,yes
no,54,no,no
no,4269,yes,yes
no,3230,yes,no
no,328,yes,no
no,4190,yes,no
no,693,no,no
no,0,no,no
no,862,no,no
no,1,no,yes
no,1317,yes,no
no,3815,no,no
no,9774,yes,no
no,1539,no,no
no,361,yes,yes
no,3455,yes,no
no,23,no,no
no,1249,yes,no
no,-230,yes,yes
no,16,yes,no
no,-872,yes,yes
no,667,no,no
no,305,yes,no
no,2590,yes,no
no,-174,no,no
no,925,no,no
no,10065,no,no
no,3201,yes,no
no,7,yes,no
no,4888,yes,no
no,3086,yes,no
no,1434,yes,no
no,2904,no,no
no,6596,yes,no
no,11386,yes,no
no,3929,yes,no
no,273,yes,no
no,10,no,no
no,0,yes,no
no,3651,yes,no
no,20451,no,no
no,-476,yes,no
yes,56,yes,yes
no,-289,no,yes
no,5769,no,no
no,3166,yes,no
no,2235,yes,no
no,78,yes,no
no,399,no,yes
no,3185,yes,no
no,186,no,no
no,21522,no,no
yes,421,no,no
no,225,yes,no
no,-281,yes,yes
no,2143,no,no
no,628,no,no
no,10386,yes,no
no,166,no,no
no,3844,yes,no
no,13204,yes,yes
no,-272,no,yes
no,10735,no,no
no,7,no,no
no,4582,yes,no
no,14387,yes,no
no,2145,no,no
no,4091,no,no
no,5,no,no
no,985,no,no
no,999,yes,no
no,4465,yes,no
no,369,no,yes
no,16119,no,no
no,2478,no,yes
no,699,yes,yes
no,16489,yes,no
no,421,yes,no
no,261,yes,no
no,5250,yes,no
no,3812,no,no
no,4333,yes,no
no,1060,no,no
no,1803,no,no
no,557,yes,no
no,6754,no,yes
no,785,yes,no
no,4441,yes,no
no,868,no,no
no,3815,no,no
no,2,yes,yes
no,300,yes,no
no,2711,no,no
no,16,no,no
no,5041,no,no
no,2675,no,no
no,592,no,yes
no,3550,no,no
no,3827,no,no
no,1209,no,no
no,5763,no,no
no,10142,yes,no
no,514,yes,yes
no,1172,yes,no
no,8112,yes,yes
no,105,no,no
no,7773,yes,no
no,0,yes,no
no,2243,no,no
no,12705,yes,no
no,5506,no,no
no,2677,yes,no
no,1102,yes,no
no,575,no,yes
no,3,no,no
no,1794,no,no
no,258,yes,no
no,2032,no,yes
no,2236,yes,no
no,2685,no,yes
no,3605,yes,no
no,7704,yes,no
no,1646,yes,no
no,726,yes,no
no,5205,no,no
no,9720,no,yes
no,197,no,no
no,7711,yes,no
no,307,no,no
no,2591,yes,no
no,1545,yes,no
no,2555,yes,no
no,53,no,no
no,12686,yes,no
no,60,no,no
no,3401,no,no
no,1327,yes,no
no,3706,yes,no
no,1110,yes,no
no,875,yes,no
no,1930,no,no
no,-153,no,no
no,2450,no,no
no,7449,yes,no
no,627,no,no
no,2869,yes,no
no,7928,yes,no
no,0,no,no
no,1556,yes,no
no,836,yes,no
no,3863,yes,no
no,7876,yes,no
no,3068,yes,yes
no,983,yes,no
no,1348,no,no
no,3035,no,no
no,0,yes,no
no,1456,yes,no
no,5007,yes,no
no,1979,yes,no
no,10667,no,no
no,2283,no,no
no,4465,yes,no
no,9911,no,no
no,17672,no,no
no,5704,yes,no
yes,-282,yes,no
no,13836,no,no
no,2396,no,no
no,0,no,no
no,1354,yes,no
no,6888,no,no
no,452,no,no
no,8460,no,no
no,6503,yes,no
no,1624,yes,no
no,2906,no,no
no,10287,yes,no
no,3102,yes,no
no,3404,yes,no
no,1561,no,no
no,21854,yes,no
no,502,yes,no
no,56,yes,no
no,3953,yes,no
no,2424,no,no
no,781,no,no
no,6659,yes,yes
no,1083,no,no
no,60,yes,no
no,5087,no,no
no,725,yes,no
no,7426,no,no
no,0,yes,yes
no,0,yes,yes
no,4409,no,no
no,782,yes,yes
no,0,no,no
no,4314,yes,no
no,631,no,no
no,8785,yes,no
no,1184,yes,no
no,1660,no,no
no,644,no,no
no,438,yes,no
no,1957,yes,yes
no,21,no,no
no,-23,no,no
no,4996,no,no
no,459,no,no
no,1515,yes,no
no,410,yes,no
no,3710,yes,no
no,1259,no,no
no,901,yes,no
no,40,yes,no
no,5039,no,no
no,17056,yes,no
no,7429,no,no
no,782,yes,no
no,3713,yes,no
no,7861,no,no
no,999,yes,no
no,18558,yes,no
no,3012,no,no
no,1696,no,no
no,3888,no,no
no,732,no,no
no,28,yes,no
no,3923,yes,no
no,155,yes,no
no,966,yes,yes
no,789,yes,no
no,2467,no,no
no,14355,no,no
no,0,no,no
no,3829,no,yes
no,3060,yes,no
no,11350,yes,no
no,9541,no,no
no,1016,yes,yes
no,653,yes,no
no,5560,yes,yes
no,0,yes,no
no,3289,no,no
no,1954,yes,yes
no,129,yes,yes
no,2087,no,no
no,4263,no,yes
no,-497,yes,yes
no,315,no,no
no,3720,no,no
no,4760,yes,no
no,1527,no,yes
no,2886,no,no
no,121,yes,no
no,3469,yes,no
no,3837,no,no
no,2428,yes,no
no,1987,yes,no
no,3117,no,no
no,370,no,no
no,6424,no,no
no,1397,no,no
no,4894,no,no
no,2574,yes,no
no,1466,no,yes
no,2467,no,no
no,285,no,yes
no,-471,yes,no
no,1167,yes,yes
no,5039,no,no
no,0,yes,no
no,8422,yes,no
no,233,yes,no
no,3070,no,no
no,3052,yes,yes
no,31,yes,no
no,33,yes,no
no,666,yes,no
no,5191,no,no
no,6410,no,no
no,2814,yes,no
no,5095,yes,no
no,3396,yes,yes
no,6237,yes,no
no,1502,no,no
no,2784,no,no
no,111,yes,no
no,6981,yes,no
no,2793,no,no
no,3649,yes,no
no,3765,yes,no
no,-212,no,yes
no,5670,yes,no
no,9895,yes,no
no,558,no,no
no,145,yes,no
no,7724,no,no
no,1433,no,no
no,3817,yes,no
no,1518,yes,no
no,14679,yes,no
no,3311,yes,no
no,437,yes,no
no,2548,yes,no
no,1273,yes,yes
no,1372,no,no
no,389,yes,no
no,1995,yes,no
no,6982,yes,no
no,511,yes,no
yes,-98,yes,no
no,7696,yes,no
no,911,yes,no
no,-52,yes,yes
no,2716,no,no
no,3514,yes,no
no,16649,yes,no
no,148,yes,yes
no,1546,yes,no
no,4581,yes,no
no,1352,no,no
no,9009,no,no
no,140,no,yes
no,19796,no,no
no,2585,no,no
no,2369,yes,yes
no,8899,yes,no
no,2994,yes,no
no,361,no,yes
no,3097,yes,no
no,2696,yes,no
no,2360,yes,no
no,1448,yes,yes
no,11839,yes,yes
no,3559,yes,yes
no,3051,yes,no
no,1887,no,yes
no,1310,no,yes
no,10374,yes,no
no,4012,no,no
no,234,no,no
no,2975,yes,no
no,3658,yes,yes
no,3533,yes,no
no,1524,yes,no
no,5461,yes,no
no,2185,no,no
no,7119,no,yes
no,3459,yes,yes
no,297,yes,no
no,12270,no,no
no,3370,yes,no
no,186,yes,no
no,13711,yes,no
no,-3,no,no
no,925,no,no
no,2034,no,no
no,3803,yes,no
yes,10,no,no
no,655,no,no
no,1379,no,yes
no,142,yes,no
no,392,yes,no
no,96,yes,no
no,641,yes,no
no,1527,no,yes
no,5314,no,no
no,5075,yes,no
no,943,no,no
no,6290,no,no
no,889,no,no
no,75,no,yes
no,3859,no,yes
no,2514,yes,no
no,6285,yes,no
no,3774,yes,no
no,1070,no,no
no,54,yes,no
no,0,yes,no
no,-208,yes,yes
no,3572,yes,yes
no,778,yes,no
no,6059,yes,no
no,5618,yes,no
no,0,yes,no
no,77,no,no
no,12,no,no
no,1611,no,yes
no,-394,yes,no
no,1480,yes,no
no,4712,no,no
no,1906,no,yes
no,-35,no,no
no,7518,yes,no
no,719,no,yes
no,5248,yes,yes
yes,53,yes,no
no,314,yes,no
no,0,yes,no
no,5206,yes,no
no,2830,yes,no
no,650,yes,no
no,7464,no,no
no,7242,no,no
no,4436,yes,no
no,744,no,yes
no,5252,yes,no
no,3398,no,yes
no,2304,yes,no
no,18508,no,no
no,2679,no,no
no,4178,yes,no
no,7741,yes,no
no,1896,no,no
no,5639,yes,no
no,4763,yes,no
no,387,no,yes
no,1437,yes,no
no,3379,no,no
no,212,yes,no
no,4404,yes,no
yes,723,no,no
no,816,no,no
no,1782,yes,no
no,3202,yes,no
no,6150,yes,no
no,0,no,no
no,328,no,no
no,5883,no,no
no,0,no,no
no,7900,yes,no
no,769,no,yes
no,3831,no,no
no,1559,yes,no
no,1472,yes,no
no,1021,no,no
no,4580,yes,no
no,676,yes,no
no,681,no,no
no,3366,no,no
no,0,yes,no
no,3552,no,no
no,1752,yes,yes
no,2918,no,yes
no,3499,yes,no
no,0,no,no
no,38,no,no
no,2475,yes,no
no,1,yes,yes
no,55,no,no
no,321,yes,no
no,2848,yes,no
no,502,yes,no
no,0,no,no
no,1019,yes,no
no,739,yes,no
no,19391,no,no
no,3430,yes,no
no,3064,yes,no
no,1093,yes,no
no,656,yes,yes
no,111,no,yes
no,-490,no,yes
no,1263,yes,no
no,4014,yes,no
no,35,yes,yes
no,485,yes,no
no,415,yes,no
no,1475,yes,no
no,6958,yes,yes
no,5133,yes,no
yes,-1001,yes,no
no,14462,yes,no
no,1735,yes,no
no,5558,yes,no
no,1203,no,no
no,190,no,no
no,5045,yes,no
no,356,yes,no
no,-547,no,no
no,460,no,no
no,975,yes,yes
no,507,no,yes
no,5691,yes,no
no,12,no,no
no,87,yes,yes
no,0,yes,yes
no,4173,no,yes
no,6138,yes,yes
no,680,yes,yes
no,20580,yes,no
no,1433,no,no
no,2564,yes,no
no,1560,yes,no
no,910,no,no
no,4925,yes,no
no,5276,no,no
no,12519,yes,no
no,3167,yes,yes
no,62,no,no
no,1162,yes,no
no,9049,yes,no
no,760,no,no
no,3540,yes,no
no,2237,no,no
no,0,no,no
no,4069,no,no
no,5920,yes,no
yes,0,yes,no
no,2023,yes,no
yes,-813,yes,yes
no,925,yes,no
no,7108,no,yes
no,4254,yes,no
no,5222,yes,no
no,3967,yes,no
no,1447,yes,no
no,3876,no,no
no,8903,yes,no
no,5220,yes,no
no,3723,no,no
no,8101,yes,no
no,6889,yes,no
no,1251,no,no
no,43,no,yes
no,219,yes,no
no,2096,no,no
yes,-405,yes,yes
no,-402,yes,no
no,2816,yes,no
no,436,no,no
no,0,yes,no
no,0,no,no
no,2263,yes,yes
no,1727,no,no
no,11998,no,no
no,2589,no,no
no,4094,yes,no
no,85,no,no
no,1982,no,no
no,1395,yes,no
no,2812,yes,no
no,22,yes,no
no,1945,no,no
no,485,yes,no
no,0,no,yes
no,5164,no,no
no,0,no,no
no,3406,yes,no
no,4619,no,no
no,1261,yes,no
no,-1,no,yes
no,12132,no,no
no,829,no,yes
no,2198,no,no
no,-257,no,no
no,14144,yes,no
no,2481,no,no
no,23,no,no
no,10406,no,no
no,-499,yes,no
no,-1011,no,no
no,1548,yes,no
no,-1085,no,yes
no,255,yes,yes
no,3552,no,no
no,4642,yes,no
no,62,yes,no
no,7049,no,no
no,667,yes,no
no,2706,no,no
no,1968,no,no
no,196,yes,no
no,3938,yes,no
no,2040,no,no
no,285,no,yes
no,1040,yes,no
no,1718,yes,no
no,1105,yes,no
no,2519,no,no
no,1,no,yes
no,8669,yes,no
yes,26,no,yes
no,6316,no,no
no,1752,no,yes
no,488,no,no
no,0,no,no
no,985,yes,yes
no,7195,no,no
no,47,no,no
no,376,yes,no
no,2644,yes,no
no,4117,no,no
no,289,yes,yes
no,3950,yes,no
no,5,yes,yes
no,2086,yes,no
yes,1054,yes,yes
no,6463,yes,no
no,495,yes,no
no,5267,yes,no
no,239,yes,no
no,2655,yes,no
no,2817,yes,no
no,5368,yes,no
no,641,no,no
no,3959,yes,no
no,1942,yes,yes
no,78,yes,no
no,2011,no,no
no,5626,yes,no
no,1872,no,no
no,215,yes,yes
no,0,yes,no
no,267,yes,no
no,3108,no,yes
no,23,no,no
no,243,no,no
no,701,no,yes
no,5171,yes,no
no,44128,no,no
no,324,no,no
no,0,yes,no
no,4976,yes,no
no,1390,no,no
no,6107,no,no
no,0,no,no
no,2518,yes,yes
no,512,yes,yes
no,202,no,no
no,6116,yes,no
yes,0,yes,no
no,48,no,no
no,159,yes,no
no,695,yes,yes
no,-128,yes,no
no,997,yes,yes
yes,0,no,no
no,36935,yes,no
no,814,yes,no
no,2452,yes,no
no,1483,yes,no
no,-81,yes,no
no,1837,yes,no
no,831,yes,no
no,1729,no,no
no,966,yes,no
no,636,yes,no
no,8,no,no
no,0,yes,no
no,395,no,no
no,4265,yes,no
no,5739,yes,yes
no,3050,yes,no
no,13818,no,no
no,7944,no,no
no,2410,no,no
no,1808,no,no
no,3679,yes,no
no,8629,yes,no
no,8043,yes,no
no,41242,no,no
no,455,yes,no
no,183,no,no
no,3252,no,no
no,124,yes,no
no,230,yes,yes
no,4536,yes,no
no,27446,yes,no
no,1777,yes,no
no,22196,yes,no
no,5119,no,no
no,3527,yes,no
no,1784,no,yes
no,1482,yes,no
no,15474,no,no
no,372,no,no
no,162,yes,no
no,857,yes,no
no,8486,yes,yes
no,92,no,no
no,694,yes,no
no,865,no,no
no,3228,no,no
no,9935,no,no
no,8689,no,no
no,5347,no,no
no,330,no,no
no,6873,yes,no
no,2100,yes,no
no,72,yes,yes
no,528,no,yes
no,3155,yes,no
no,2948,no,no
no,1533,yes,no
no,796,no,yes
no,3154,no,no
no,6,no,no
no,-508,yes,no
no,0,yes,no
no,2944,no,no
no,17118,yes,no
no,5331,no,no
no,2455,no,no
no,87,yes,yes
no,1181,no,no
no,2289,yes,yes
no,67,no,no
no,1375,yes,yes
no,0,yes,no
no,817,yes,yes
no,1344,no,yes
no,1354,no,yes
no,2583,no,no
no,14440,yes,no
no,0,yes,yes
no,175,yes,yes
no,19343,yes,no
no,1602,no,no
no,1738,no,no
no,230,no,yes
yes,-1,yes,no
no,23,no,yes
no,81,no,yes
no,274,yes,yes
no,16125,no,no
yes,237,yes,no
no,804,no,no
no,39,yes,yes
no,2822,no,no
no,37176,no,no
no,19313,no,no
no,1514,no,yes
no,0,yes,yes
no,2594,yes,no
no,19447,yes,yes
no,3314,yes,no
no,457,yes,no
no,372,yes,no
no,97,no,yes
no,2747,no,no
no,545,yes,no
no,-159,no,yes
no,2299,no,no
no,231,yes,no
no,715,yes,no
no,0,no,no
yes,0,yes,yes
no,4148,yes,no
no,9916,yes,no
no,203,no,no
no,489,yes,no
no,1423,yes,no
no,8381,no,no
no,2456,yes,no
no,836,yes,no
no,352,no,no
no,2220,yes,no
no,241,yes,no
no,-31,yes,no
no,458,no,no
no,-605,yes,yes
no,96,no,no
no,1027,no,no
no,3537,yes,no
no,762,no,yes
no,412,no,no
no,-332,yes,no
no,8266,yes,no
no,80,yes,yes
no,942,no,no
no,328,yes,yes
no,476,no,no
no,0,yes,no
no,832,yes,yes
no,2971,no,no
no,-529,yes,no
no,1393,yes,yes
no,0,no,yes
yes,1,yes,no
no,616,yes,no
no,77,yes,yes
no,0,yes,no
no,0,yes,yes
no,199,yes,no
no,11,no,no
no,432,yes,no
no,3105,yes,yes
no,2095,yes,no
no,2497,yes,no
no,3653,yes,yes
no,1129,yes,no
no,0,no,yes
no,1240,yes,no
no,86,no,yes
no,716,yes,no
no,1149,yes,no
yes,32,yes,no
no,289,no,no
no,2245,no,no
no,249,yes,no
no,0,no,no
no,1166,yes,no
no,256,no,no
no,834,no,yes
no,4119,yes,yes
no,5553,yes,no
no,2058,no,yes
no,1831,no,no
no,437,yes,no
no,708,yes,no
no,365,no,no
no,950,yes,no
no,6080,no,no
no,1969,no,no
no,771,yes,no
no,333,yes,no
no,3595,yes,no
no,319,no,no
no,4503,no,no
no,29207,yes,no
no,-456,no,no
no,2066,yes,yes
no,752,no,yes
no,190,no,no
no,358,yes,no
no,9374,yes,no
no,13489,no,no
no,0,yes,no
no,11222,yes,no
no,13,no,no
no,2204,yes,no
no,0,no,no
no,0,yes,yes
yes,47,no,no
no,7384,no,no
no,1375,no,no
no,1445,no,no
no,6432,yes,no
no,528,yes,no
no,-525,no,yes
no,2697,yes,yes
no,554,no,no
no,13015,yes,no
no,210,yes,no
no,11,yes,no
no,0,yes,no
no,26,yes,yes
no,920,yes,no
no,1817,no,no
no,1397,yes,no
no,0,no,no
yes,10,yes,no
no,6710,no,no
no,20179,yes,yes
no,1613,no,no
no,1601,yes,no
no,11391,yes,no
no,391,no,no
no,3037,yes,no
no,-559,yes,yes
no,-88,yes,yes
no,444,no,no
no,677,yes,no
no,653,no,yes
no,5301,no,no
no,-150,no,yes
yes,-1122,yes,yes
no,42,no,no
no,100,no,no
no,175,yes,yes
no,1440,yes,yes
no,505,yes,yes
no,3240,no,no
no,13851,yes,no
no,2658,yes,no
no,3269,no,yes
no,1597,yes,no
no,54,yes,no
no,1716,no,no
no,335,yes,no
no,253,yes,no
no,1059,yes,no
no,529,yes,yes
no,2737,yes,yes
no,4,no,no
yes,0,no,yes
no,13354,no,no
no,1138,yes,no
no,20932,no,no
no,5784,no,no
no,6542,yes,no
no,591,no,no
no,5600,yes,no
no,3643,no,no
no,581,yes,no
no,-718,yes,no
no,833,yes,yes
no,26254,yes,no
no,438,yes,no
no,285,no,no
no,39,yes,no
no,437,yes,no
no,-79,yes,no
no,-616,yes,no
no,6203,no,no
no,158,yes,no
no,851,yes,no
no,1385,no,no
no,1,yes,no
no,5293,yes,no
no,3944,no,no
no,7766,yes,no
no,4402,yes,no
no,24498,no,no
no,1028,yes,no
no,154,yes,no
no,-552,no,yes
no,942,no,no
no,0,yes,no
no,9047,yes,no
no,3837,no,yes
no,1654,no,yes
no,1497,no,yes
no,-10,yes,no
no,2766,no,no
no,674,yes,no
no,318,no,no
no,1835,yes,no
no,87,yes,yes
no,261,yes,yes
no,0,yes,no
no,2428,yes,no
no,7,yes,yes
no,445,no,no
no,9750,yes,no
no,235,no,yes
no,6512,no,no
no,2319,no,no
no,146,no,no
no,0,no,yes
no,82,no,no
no,2594,yes,no
no,2083,no,no
no,2811,no,no
no,6687,yes,no
no,3266,yes,no
no,6900,no,no
no,3017,no,no
no,3300,no,no
no,7813,yes,no
no,0,no,no
no,0,no,yes
no,4718,yes,no
no,1565,yes,no
no,2227,yes,no
no,259,no,yes
no,13578,yes,no
no,0,yes,no
no,1076,no,no
no,271,yes,no
no,57435,yes,no
no,-98,no,yes
no,95,no,no
no,1047,no,no
no,1619,yes,no
no,11287,yes,no
no,4457,yes,no
no,946,yes,no
no,6157,no,yes
no,65,no,no
no,748,no,no
yes,0,yes,no
no,137,yes,no
no,817,yes,no
no,105,yes,no
no,36,no,no
no,118,no,no
no,86,yes,no
no,418,yes,no
no,16178,yes,no
no,0,no,yes
no,3036,yes,no
no,5129,yes,yes
no,1230,no,no
no,5728,yes,no
no,294,yes,yes
no,3816,yes,no
no,3367,no,no
no,1584,yes,no
no,1065,yes,yes
no,7,no,no
no,66,yes,yes
no,72,yes,yes
no,618,no,no
no,6438,yes,no
no,3431,yes,no
no,2403,no,no
no,0,yes,no
no,102,yes,yes
no,1434,no,no
no,23663,yes,no
no,2352,yes,no
no,0,no,no
no,5010,no,no
no,4025,yes,no
no,7708,yes,no
no,22520,no,no
no,4,yes,no
no,0,yes,no
no,874,no,no
no,3285,no,no
no,7724,no,no
no,2120,yes,no
no,111,no,no
no,1751,yes,no
no,4969,no,no
no,201,no,no
no,1539,yes,no
no,144,yes,no
no,10054,no,no
no,28,yes,no
no,3163,no,no
no,2731,no,no
no,4746,yes,no
no,1580,no,yes
no,4713,yes,no
no,-692,no,yes
no,74,no,yes
no,0,yes,no
no,2951,no,no
no,9634,no,no
no,13901,yes,no
no,73,yes,no
no,14522,no,no
no,3169,no,no
no,29397,yes,no
no,40,yes,no
no,1006,yes,no
no,2693,no,no
no,17924,yes,no
yes,29,no,no
no,407,no,no
no,0,yes,yes
no,4123,no,no
no,-67,no,no
no,540,yes,no
no,892,yes,no
no,912,no,no
no,50,yes,no
no,16236,yes,no
no,3283,no,no
no,307,no,no
no,186,no,no
no,492,no,no
no,105,no,yes
no,490,yes,no
no,386,no,no
no,0,yes,no
no,752,yes,no
no,6385,yes,no
no,1394,yes,no
no,376,yes,no
no,566,no,no
no,1200,yes,no
no,254,no,no
no,2640,no,no
no,410,no,yes
no,2343,no,no
no,863,no,no
no,207,no,no
no,5195,no,no
no,1934,yes,no
no,1973,no,no
no,4793,yes,no
no,0,yes,yes
no,731,no,no
no,302,yes,no
no,1050,no,no
no,2045,yes,no
no,318,yes,no
no,2856,yes,no
no,2125,yes,yes
no,2734,no,no
no,1047,no,no
no,3463,yes,no
no,1167,yes,no
no,7641,yes,yes
no,0,yes,no
no,3436,no,no
no,8131,yes,no
no,714,yes,no
no,5641,no,no
no,44,yes,no
no,634,yes,no
no,392,yes,no
no,1937,yes,no
no,3534,no,no
no,0,yes,no
no,15,yes,yes
no,1615,yes,no
no,973,yes,no
no,9898,yes,no
no,0,yes,no
no,1320,no,no
no,8017,yes,yes
no,4493,no,no
no,738,yes,no
no,2644,yes,no
no,763,no,no
no,686,yes,no
no,6158,yes,no
no,3636,no,yes
yes,0,no,yes
no,4847,yes,no
no,1928,no,no
no,477,yes,no
no,1637,yes,no
no,2466,yes,no
no,5711,yes,no
no,363,yes,no
no,36221,no,no
no,3288,yes,no
no,1241,no,no
no,1602,no,no
no,354,no,no
no,2633,yes,no
no,-367,yes,yes
no,396,no,no
no,807,yes,no
no,580,no,no
no,4418,yes,no
no,558,yes,no
no,524,yes,no
no,477,yes,yes
no,0,yes,yes
no,6673,yes,no
no,2380,no,no
no,149,no,no
no,2085,yes,no
no,5423,yes,no
no,2147,no,no
no,2767,yes,no
no,119,yes,no
no,6503,no,no
no,4329,no,no
no,2929,yes,no
no,1000,no,no
no,1114,yes,no
no,1738,no,yes
no,3072,no,no
no,764,no,yes
no,744,yes,no
no,934,no,yes
no,12704,yes,no
no,83,yes,no
no,731,yes,no
no,44,yes,yes
no,5,no,no
no,967,no,no
no,1834,yes,no
yes,-158,yes,no
no,817,yes,no
no,877,yes,no
no,133,no,no
no,4312,no,no
yes,86,no,no
no,2246,yes,yes
no,7482,no,no
no,538,yes,no
no,1171,no,yes
no,2388,no,no
no,473,yes,no
no,22125,no,yes
no,761,no,no
no,1407,yes,no
no,4374,yes,no
no,15120,no,no
no,2309,no,yes
no,1257,no,no
no,-571,yes,yes
no,15423,yes,yes
no,1546,no,no
no,1785,no,no
no,1820,yes,no
no,1903,yes,no
no,22569,yes,no
no,0,yes,yes
no,0,yes,no
no,1036,yes,yes
no,3821,no,no
no,3140,yes,yes
no,362,yes,no
no,1322,yes,no
no,392,yes,no
no,344,no,yes
no,6695,no,no
no,3181,yes,no
no,368,no,no
no,1183,yes,no
no,4809,yes,no
no,5996,no,no
no,0,yes,yes
no,5907,yes,no
no,2618,yes,no
no,484,yes,no
no,4063,yes,no
no,2283,yes,no
no,0,no,yes
no,0,no,no
no,714,yes,no
no,3451,no,yes
no,282,no,yes
no,339,no,no
no,1732,no,no
no,7825,no,no
no,1097,yes,no
no,6056,yes,no
no,6742,no,no
no,1971,yes,no
no,0,yes,yes
no,333,no,no
no,2173,no,no
no,2235,no,no
no,346,yes,no
no,20798,yes,no
no,665,yes,no
no,6825,no,no
no,3098,yes,no
no,1275,yes,yes
no,0,no,no
no,3111,yes,no
no,4764,no,no
no,79,yes,no
no,5787,no,no
no,587,no,yes
no,3495,yes,yes
no,537,no,yes
no,0,yes,no
no,173,no,yes
no,1402,no,no
no,4664,no,no
no,0,yes,no
no,9319,yes,no
no,2937,no,no
no,6808,yes,no
no,9531,no,no
no,-264,no,no
yes,-530,yes,no
no,0,yes,no
no,515,yes,no
no,1521,yes,yes
no,1601,no,no
no,180,yes,yes
no,0,no,no
no,8554,yes,no
no,2347,yes,no
no,0,no,no
no,4693,yes,no
no,1063,yes,no
no,8265,yes,no
no,875,yes,no
no,-94,yes,no
no,2121,no,no
no,2720,yes,no
no,8883,no,no
no,0,yes,no
no,785,yes,no
no,1077,yes,no
no,5,no,no
no,442,no,no
no,736,no,no
no,4932,yes,no
no,-17,no,no
no,1308,yes,no
no,-315,no,yes
no,981,yes,no
no,4127,yes,no
no,-648,yes,no
no,410,no,no
yes,0,yes,no
no,156,yes,no
no,797,yes,no
no,1016,yes,no
no,1899,no,no
no,290,yes,no
no,1003,no,no
no,0,yes,no
no,0,yes,yes
no,72,no,no
no,130,no,no
no,760,no,no
no,616,no,no
no,2223,no,no
no,1442,no,no
no,366,no,no
no,0,yes,no
no,232,no,no
no,1004,no,yes
no,6100,no,no
no,2143,yes,no
no,378,yes,yes
no,654,no,no
no,0,yes,no
no,1076,no,no
no,13,no,no
no,805,no,no
no,609,no,no
no,641,no,no
no,574,yes,no
no,759,no,no
no,87,yes,no
no,266,no,yes
no,1,yes,no
no,-232,no,no
no,1358,no,no
no,167,yes,no
no,-607,no,yes
no,5,no,no
no,-593,no,no
no,2725,no,no
no,70,yes,no
no,774,no,no
no,316,yes,no
no,323,no,no
no,1431,no,yes
no,626,yes,no
no,13,yes,no
no,2017,yes,no
no,67,no,no
no,589,yes,no
no,8025,no,no
no,0,no,no
no,459,no,no
yes,4,no,no
no,3064,no,yes
no,814,no,no
no,188,no,no
no,260,no,no
no,699,no,no
no,8,no,no
no,127,yes,no
no,511,no,no
no,965,yes,no
no,651,no,yes
no,464,no,no
no,451,no,no
no,6248,no,no
no,808,yes,no
no,392,yes,no
no,1068,no,no
yes,-354,yes,yes
no,8,no,no
no,57,yes,no
no,285,no,no
no,865,no,no
no,356,no,no
no,-76,yes,no
no,1678,no,no
no,25,no,no
no,557,yes,no
no,3662,no,no
no,362,no,no
no,393,yes,yes
no,1572,no,no
no,344,yes,yes
no,3049,no,no
no,741,yes,no
no,226,no,no
no,1096,no,no
no,589,no,no
no,254,yes,no
no,0,yes,no
no,460,no,no
no,1309,no,no
no,823,yes,no
no,28,no,no
no,-57,no,no
no,187,no,no
no,101,no,no
no,461,no,no
no,415,no,yes
no,983,no,no
no,23,no,no
no,2478,yes,no
no,425,yes,no
no,584,no,no
no,-35,no,yes
no,373,no,no
no,4012,no,yes
no,71,no,no
no,332,yes,yes
no,581,yes,yes
no,178,no,no
no,859,no,no
no,1452,yes,yes
no,105,no,no
no,78,no,no
no,378,yes,no
no,322,yes,no
no,119,no,no
no,1672,no,no
no,20,yes,no
no,102,no,no
